titel1,titel2,titel3,titel4,frage,antwort
"4. Entwickeln, Erstellen und Betreuen von IT-Lösungen","07 Programmierwerkzeuge kennen und anwenden können","UML (Unified Modeling Language)","","Was repräsentiert ein Aktivitätsdiagramm in UML?","Ein Aktivitätsdiagramm in UML repräsentiert den dynamischen Aspekt eines Systems, es zeigt den Ablauf von Aktivitäten und deren Reihenfolge."
"4. Entwickeln, Erstellen und Betreuen von IT-Lösungen","07 Programmierwerkzeuge kennen und anwenden können","UML (Unified Modeling Language)","","Was ist ein Sequenzdiagramm in UML?","Ein Sequenzdiagramm in UML zeigt die Interaktion zwischen Objekten in einem zeitlichen Kontext. Es zeigt, wie und in welcher Reihenfolge die Objekte miteinander kommunizieren."
"4. Entwickeln, Erstellen und Betreuen von IT-Lösungen","07 Programmierwerkzeuge kennen und anwenden können","Entwurf der Bildschirmausgabemasken","","Was versteht man unter Softwareergonomie und warum ist sie wichtig?","Softwareergonomie bezieht sich auf die Gestaltung von Software-Interfaces, die benutzerfreundlich, effizient und intuitiv sind. Sie ist wichtig, um die Produktivität zu steigern, Benutzerfehler zu reduzieren und die Zufriedenheit der Benutzer zu erhöhen."
"4. Entwickeln, Erstellen und Betreuen von IT-Lösungen","07 Programmierwerkzeuge kennen und anwenden können","Entwurf der Bildschirmausgabemasken","","Was sind die Grundlagen und die Bedeutung der Barrierefreiheit in der Softwareentwicklung?","Barrierefreiheit in der Softwareentwicklung bedeutet, dass Software so gestaltet ist, dass sie von allen Menschen, einschließlich solcher mit Behinderungen, genutzt werden kann. Es berücksichtigt Dinge wie Bildschirmleser, Kontrastverhältnisse und Tastaturnavigation, um sicherzustellen, dass die Software für alle zugänglich ist."
"4. Entwickeln, Erstellen und Betreuen von IT-Lösungen","08 Grundlagen von Datenbanken kennen und anwenden können","Grundlagen","","Was ist eine Datenbank?","Eine Datenbank ist eine organisierte Sammlung von Daten, die so strukturiert ist, dass sie leicht zugänglich, verwaltet und aktualisiert werden kann."
"4. Entwickeln, Erstellen und Betreuen von IT-Lösungen","08 Grundlagen von Datenbanken kennen und anwenden können","Grundlagen","","Was ist ein Datenbankmanagementsystem (DBMS)?","Ein DBMS ist eine Software, die verwendet wird, um Datenbanken zu erstellen, zu verwalten und zu manipulieren."
"4. Entwickeln, Erstellen und Betreuen von IT-Lösungen","08 Grundlagen von Datenbanken kennen und anwenden können","Grundlagen","","Welche zwei primären Funktionen erfüllt ein Datenbankmanagementsystem?","Ein DBMS dient zur Datenverwaltung und zur Bereitstellung von Schnittstellen für den Datenzugriff."
"4. Entwickeln, Erstellen und Betreuen von IT-Lösungen","08 Grundlagen von Datenbanken kennen und anwenden können","Grundlagen","","Was ist eine Tabelle in einer Datenbank?","Eine Tabelle ist eine Sammlung von Daten, die in Reihen und Spalten organisiert ist."
"4. Entwickeln, Erstellen und Betreuen von IT-Lösungen","08 Grundlagen von Datenbanken kennen und anwenden können","Grundlagen","","Was ist eine relationale Datenbank?","Eine relationale Datenbank ist eine Art von Datenbank, die Daten in Tabellen speichert, die miteinander verbunden sind."
"4. Entwickeln, Erstellen und Betreuen von IT-Lösungen","08 Grundlagen von Datenbanken kennen und anwenden können","Grundlagen","","Was ist eine NoSQL-Datenbank?","Eine NoSQL-Datenbank ist eine Art von Datenbank, die für die Speicherung und Abfrage von Daten entwickelt wurde, die nicht in der traditionellen tabellenbasierten relationalen Struktur passen."
"4. Entwickeln, Erstellen und Betreuen von IT-Lösungen","08 Grundlagen von Datenbanken kennen und anwenden können","Grundlagen","","Was ist SQL?","SQL (Structured Query Language) ist eine Programmiersprache, die zum Verwalten und Manipulieren von relationalen Datenbanken verwendet wird."
"4. Entwickeln, Erstellen und Betreuen von IT-Lösungen","08 Grundlagen von Datenbanken kennen und anwenden können","Grundlagen","","Was ist Datenbanknormalisierung?","Datenbanknormalisierung ist der Prozess der Organisation von Daten in einer Datenbank, um Redundanzen zu minimieren und die Datenintegrität zu verbessern."
"4. Entwickeln, Erstellen und Betreuen von IT-Lösungen","08 Grundlagen von Datenbanken kennen und anwenden können","Grundlagen","","Was ist ein Datenbankschema?","Ein Datenbankschema ist die Struktur oder das Design einer Datenbank, das zeigt, wie Daten organisiert und miteinander in Beziehung stehen."
"4. Entwickeln, Erstellen und Betreuen von IT-Lösungen","08 Grundlagen von Datenbanken kennen und anwenden können","Einfache ER-Modelle","","Was bedeutet die Abkürzung ER-Modell?","Entity-Relationship-Modell."
"4. Entwickeln, Erstellen und Betreuen von IT-Lösungen","08 Grundlagen von Datenbanken kennen und anwenden können","Einfache ER-Modelle","","Was ist das ER-Modell?","Das ER-Modell ist ein konzeptionelles Hilfsmittel zur Darstellung von Datenstrukturen und Beziehungen in einer Datenbank."
"4. Entwickeln, Erstellen und Betreuen von IT-Lösungen","08 Grundlagen von Datenbanken kennen und anwenden können","Einfache ER-Modelle","","Wofür wird das ER-Modell verwendet?","Es wird verwendet, um den logischen Aufbau einer Datenbank visuell zu repräsentieren, bevor sie physisch erstellt wird."
"4. Entwickeln, Erstellen und Betreuen von IT-Lösungen","08 Grundlagen von Datenbanken kennen und anwenden können","Einfache ER-Modelle","","Was sind die grundlegenden Komponenten eines ER-Modells?","Entitäten, Attribute und Beziehungen."
"4. Entwickeln, Erstellen und Betreuen von IT-Lösungen","08 Grundlagen von Datenbanken kennen und anwenden können","Einfache ER-Modelle","","Was ist eine Entität im ER-Modell?","Eine Entität ist eine Objektart oder Objektklasse im ER-Modell, etwa 'Student' oder 'Kurs'."
"4. Entwickeln, Erstellen und Betreuen von IT-Lösungen","08 Grundlagen von Datenbanken kennen und anwenden können","Einfache ER-Modelle","","Was ist ein Attribut im ER-Modell?","Ein Attribut ist eine Eigenschaft oder ein Merkmal einer Entität, etwa 'Name' oder 'Alter' eines Studenten."
"4. Entwickeln, Erstellen und Betreuen von IT-Lösungen","08 Grundlagen von Datenbanken kennen und anwenden können","Einfache ER-Modelle","","Was ist eine Beziehung im ER-Modell?","Eine Beziehung beschreibt eine Verknüpfung oder Interaktion zwischen Entitäten, etwa 'nimmt teil an' zwischen Student und Kurs."
"4. Entwickeln, Erstellen und Betreuen von IT-Lösungen","08 Grundlagen von Datenbanken kennen und anwenden können","Einfache ER-Modelle","","Was ist der Zweck einer visuellen Darstellung einer Datenbank mit Hilfe des ER-Modells?","Es hilft dabei, die Struktur und Beziehungen der Daten besser zu verstehen und zu planen, bevor eine Datenbank physisch erstellt wird."
"4. Entwickeln, Erstellen und Betreuen von IT-Lösungen","08 Grundlagen von Datenbanken kennen und anwenden können","Einfache ER-Modelle","","Wie wird eine Beziehung im ER-Modell dargestellt?","Beziehungen werden durch Linien dargestellt, die Entitäten miteinander verbinden."
"4. Entwickeln, Erstellen und Betreuen von IT-Lösungen","08 Grundlagen von Datenbanken kennen und anwenden können","Einfache ER-Modelle","","Welches Modell wird oft nach dem ER-Modell zur physischen Datenmodellierung verwendet?","Das relationale Modell."
"4. Entwickeln, Erstellen und Betreuen von IT-Lösungen","08 Grundlagen von Datenbanken kennen und anwenden können","SELECT bezogen auf eine Tabelle","","Was ist der Zweck der SELECT-Abfrage in SQL?","Die SELECT-Abfrage in SQL wird verwendet, um Daten aus einer oder mehreren Tabellen einer Datenbank abzurufen."
"4. Entwickeln, Erstellen und Betreuen von IT-Lösungen","08 Grundlagen von Datenbanken kennen und anwenden können","SELECT bezogen auf eine Tabelle","","Wie ist die Grundstruktur einer SELECT-Abfrage?","Eine grundlegende SELECT-Abfrage hat die Form: `SELECT [Spaltennamen] FROM [Tabellenname] WHERE [Bedingung]`. Dabei sind die in [] angegebenen Teile durch die tatsächlichen Werte zu ersetzen."
"4. Entwickeln, Erstellen und Betreuen von IT-Lösungen","08 Grundlagen von Datenbanken kennen und anwenden können","SELECT bezogen auf eine Tabelle","","Wie wählt man bestimmte Spalten aus einer Tabelle aus?","In einer SELECT-Abfrage gibt man nach dem SELECT-Schlüsselwort die gewünschten Spaltennamen an, getrennt durch Kommas. Zum Beispiel: `SELECT Vorname, Nachname FROM Personen`."
"4. Entwickeln, Erstellen und Betreuen von IT-Lösungen","08 Grundlagen von Datenbanken kennen und anwenden können","SELECT bezogen auf eine Tabelle","","Was sind Aliase in SQL und wie verwendet man sie?","Aliase sind alternative Namen, die in SQL-Abfragen verwendet werden, um Spalten oder Tabellen umzubenennen. Sie werden oft verwendet, um Abfragen lesbarer zu machen oder Namenskonflikte zu vermeiden. Beispiel: `SELECT Vorname AS "Erster Name" FROM Personen`."
"4. Entwickeln, Erstellen und Betreuen von IT-Lösungen","08 Grundlagen von Datenbanken kennen und anwenden können","SELECT bezogen auf eine Tabelle","","Wie filtert man Ergebnisse mit der WHERE-Klausel in SQL?","Die WHERE-Klausel in SQL ermöglicht es, Ergebnisse basierend auf bestimmten Bedingungen zu filtern. Beispiel: `SELECT * FROM Personen WHERE Alter > 30`."
"4. Entwickeln, Erstellen und Betreuen von IT-Lösungen","08 Grundlagen von Datenbanken kennen und anwenden können","SELECT bezogen auf eine Tabelle","","Wie verwendet man Vergleichsoperatoren und logische Operatoren in der WHERE-Klausel?","Vergleichsoperatoren (z.B. =, >, <, >=, <=) werden verwendet, um Werte zu vergleichen. Logische Operatoren (z.B. AND, OR, NOT) werden verwendet, um mehrere Bedingungen zu kombinieren. Beispiel: `SELECT * FROM Personen WHERE Alter > 20 AND Stadt = 'Berlin'`."
"4. Entwickeln, Erstellen und Betreuen von IT-Lösungen","08 Grundlagen von Datenbanken kennen und anwenden können","SELECT bezogen auf eine Tabelle","","Was ist die JOIN-Klausel in SQL?","Die JOIN-Klausel in SQL wird genutzt, um Zeilen aus zwei oder mehr Tabellen zu kombinieren, basierend auf einer verwandten Spalte."
"4. Entwickeln, Erstellen und Betreuen von IT-Lösungen","08 Grundlagen von Datenbanken kennen und anwenden können","SELECT bezogen auf eine Tabelle","","Was ist die ORDER BY-Klausel in SQL?","Die ORDER BY-Klausel in SQL wird genutzt, um die Ergebnisse einer SELECT-Abfrage in aufsteigender oder absteigender Reihenfolge zu sortieren."
"4. Entwickeln, Erstellen und Betreuen von IT-Lösungen","08 Grundlagen von Datenbanken kennen und anwenden können","SELECT bezogen auf eine Tabelle","","Was ist die GROUP BY-Klausel in SQL?","Die GROUP BY-Klausel in SQL wird genutzt, um Datensätze mit gleichen Werten in bestimmten Spalten zusammenzufassen."
"5. Durchführen und Dokumentieren von qualitätssichernden Maßnahmen","01 Grundverständnis zu folgenden Fachbegriffen nachweisen","Qualitätsbegriff nach ISO 9000","","Was ist die ISO 9000 Norm?","Die ISO 9000 Norm ist eine internationale Normenreihe, die Qualitätsmanagement-Systeme beschreibt und Anforderungen an diese stellt."
"5. Durchführen und Dokumentieren von qualitätssichernden Maßnahmen","01 Grundverständnis zu folgenden Fachbegriffen nachweisen","Qualitätsbegriff nach ISO 9000","","Wie definiert die ISO 9000-Norm "Qualität"?","Die ISO 9000-Norm definiert "Qualität" als das Maß, in dem ein Satz von inhärenten Eigenschaften ein Set von Anforderungen erfüllt."
"5. Durchführen und Dokumentieren von qualitätssichernden Maßnahmen","01 Grundverständnis zu folgenden Fachbegriffen nachweisen","Qualitätsbegriff nach ISO 9000","","Was meint die ISO 9000-Norm mit "inhärenten Eigenschaften"?","Inhärente Eigenschaften sind wesentliche Merkmale oder Besonderheiten eines Produkts, Prozesses oder Systems."
"5. Durchführen und Dokumentieren von qualitätssichernden Maßnahmen","01 Grundverständnis zu folgenden Fachbegriffen nachweisen","Qualitätsbegriff nach ISO 9000","","Was ist der Unterschied zwischen ISO 9000 und ISO 9001?","ISO 9000 beschreibt die Grundprinzipien von Qualitätsmanagement und definiert zugehörige Begriffe, während ISO 9001 die Kriterien für ein QMS festlegt."
"5. Durchführen und Dokumentieren von qualitätssichernden Maßnahmen","01 Grundverständnis zu folgenden Fachbegriffen nachweisen","Qualitätsbegriff nach ISO 9000","","Was ist ein Qualitätsmanagementsystem (QMS)?","Ein QMS ist ein System, das aus interagierenden Prozessen und Aktivitäten besteht, die darauf abzielen, Qualität zu erreichen und zu verbessern."
"5. Durchführen und Dokumentieren von qualitätssichernden Maßnahmen","01 Grundverständnis zu folgenden Fachbegriffen nachweisen","Betriebliche QM-Systeme","","Was bedeutet das Akronym "QM"?","QM steht für Qualitätsmanagement."
"5. Durchführen und Dokumentieren von qualitätssichernden Maßnahmen","01 Grundverständnis zu folgenden Fachbegriffen nachweisen","Betriebliche QM-Systeme","","Was sind betriebliche QM-Systeme?","Betriebliche QM-Systeme sind organisierte Strukturen, Verfahren, Prozesse und Ressourcen, die zur Implementierung des Qualitätsmanagements in einem Unternehmen eingesetzt werden."
"5. Durchführen und Dokumentieren von qualitätssichernden Maßnahmen","01 Grundverständnis zu folgenden Fachbegriffen nachweisen","Betriebliche QM-Systeme","","Was sind die Hauptbestandteile eines betrieblichen QM-Systems?","Die Hauptbestandteile eines betrieblichen QM-Systems sind Strukturen, Verfahren, Prozesse und Ressourcen."
"5. Durchführen und Dokumentieren von qualitätssichernden Maßnahmen","01 Grundverständnis zu folgenden Fachbegriffen nachweisen","Betriebliche QM-Systeme","","Was ist der Unterschied zwischen Qualitätskontrolle und Qualitätsmanagement?","Während die Qualitätskontrolle sich auf die Prüfung der Endprodukte konzentriert, befasst sich das Qualitätsmanagement mit der Verbesserung des gesamten Produktionsprozesses."
"5. Durchführen und Dokumentieren von qualitätssichernden Maßnahmen","01 Grundverständnis zu folgenden Fachbegriffen nachweisen","QS-Normen","","Was sind QS-Normen?","QS-Normen sind Standards, die Qualitätsanforderungen für Produkte, Dienstleistungen und Prozesse festlegen."
"5. Durchführen und Dokumentieren von qualitätssichernden Maßnahmen","01 Grundverständnis zu folgenden Fachbegriffen nachweisen","QS-Normen","","Nenne ein Beispiel für eine bekannte QS-Norm.","Zu den internationalen QS-Normen gehören ISO 9001, ISO 14001 und ISO/TS 16949 (Automobilindustrie)."
"5. Durchführen und Dokumentieren von qualitätssichernden Maßnahmen","01 Grundverständnis zu folgenden Fachbegriffen nachweisen","QS-Normen","","Wer legt QS-Normen fest?","QS-Normen werden oft durch internationale Standardisierungsorganisationen wie ISO festgelegt."
